,sentiment,metacritic_prediction,metacritic_id
19236,positive,0.8,4899
19237,negative,0.1,34112
19238,positive,0.3,14593
19239,positive,0.9,17207
19240,positive,1.0,22324
19241,negative,0.3,20659
19242,negative,0.9,14780
19243,negative,0.1,30199
19244,positive,0.8,9041
19245,positive,1.0,18250
19246,negative,0.8,35592
19247,negative,0.0,32862
19248,positive,0.9,19323
19249,positive,1.0,3451
19250,negative,0.8,33542
19251,positive,0.0,28551
19252,negative,0.3,2044
19253,negative,0.1,29253
19254,negative,0.0,20925
19255,negative,0.3,17711
19256,positive,0.8,14379
19257,positive,0.3,12526
19258,positive,0.8,3086
19259,negative,0.1,12086
19260,negative,0.0,7843
19261,negative,0.1,12086
19262,positive,0.3,11288
19263,negative,0.2,5794
19264,positive,0.9,23718
19265,positive,0.8,4899
19266,negative,1.0,6510
19267,positive,0.1,21915
19268,negative,1.0,25429
19269,positive,0.8,27336
19270,negative,0.2,1858
19271,negative,0.9,30071
19272,positive,1.0,3559
19273,negative,0.3,25584
19274,negative,0.8,7294
19275,positive,0.9,25962
19276,negative,0.0,2517
19277,positive,1.0,29223
19278,negative,0.9,27569
19279,negative,0.1,18086
19280,positive,0.8,15176
19281,positive,0.8,27928
19282,negative,0.3,28758
19283,negative,0.0,2557
19284,negative,0.1,13270
19285,positive,0.8,17106
19286,positive,0.9,16063
19287,negative,0.0,19409
19288,positive,0.9,20149
19289,positive,0.2,32044
19290,positive,1.0,22783
19291,positive,0.1,8863
19292,negative,0.1,12086
19293,positive,0.9,23500
19294,positive,1.0,26166
19295,positive,0.0,7929
19296,negative,0.1,16339
19297,positive,0.9,2817
19298,negative,0.9,14780
19299,negative,0.0,22574
19300,negative,0.0,22574
19301,positive,0.0,8432
19302,negative,0.3,8704
19303,positive,1.0,11699
19304,negative,0.3,20918
19305,positive,0.8,14905
19306,negative,1.0,28526
19307,negative,0.8,31360
19308,negative,0.0,6356
19309,positive,0.8,7195
19310,positive,0.8,30727
19311,positive,0.8,26821
19312,negative,1.0,21952
19313,negative,0.9,10923
19314,positive,0.3,33116
19315,positive,0.9,21942
19316,positive,0.3,35071
19317,positive,0.8,11279
19318,positive,1.0,4055
19319,positive,1.0,16163
19320,negative,0.1,1681
19321,positive,0.1,14519
19322,positive,0.3,1298
19323,positive,0.0,20205
19324,positive,1.0,14947
19325,positive,0.8,18580
19326,negative,0.2,4006
19327,negative,0.0,29795
19328,positive,1.0,6510
19329,positive,0.9,38932
19330,positive,0.3,35061
19331,negative,0.1,7386
19332,negative,0.3,2355
19333,negative,0.2,23680
19334,positive,0.8,20318
19335,negative,0.8,34917
19336,negative,1.0,30425
19337,positive,1.0,27896
19338,positive,0.9,27743
19339,positive,0.3,20796
19340,positive,1.0,27896
19341,positive,1.0,19040
19342,negative,1.0,10733
19343,negative,0.3,13546
19344,negative,0.1,38296
19345,positive,0.8,26400
19346,negative,0.8,10947
19347,positive,0.8,33709
19348,positive,0.9,7849
19349,positive,0.9,305
19350,positive,1.0,6128
19351,positive,0.9,522
19352,positive,0.8,22090
19353,positive,1.0,23077
19354,negative,0.1,3180
19355,positive,1.0,25424
19356,positive,0.8,38388
19357,positive,0.2,13198
19358,negative,0.0,22574
19359,negative,0.3,20965
19360,negative,0.9,28113
19361,negative,1.0,8031
19362,negative,0.3,30342
19363,negative,0.1,16339
19364,positive,0.9,14157
19365,negative,0.3,7192
19366,negative,0.2,37318
19367,negative,0.2,16433
19368,negative,1.0,15185
19369,negative,0.2,33546
19370,positive,1.0,11699
19371,positive,0.3,2044
19372,positive,1.0,22304
19373,negative,0.8,7508
19374,negative,0.0,22574
19375,positive,0.9,15878
19376,positive,0.8,36480
19377,positive,0.8,10047
19378,positive,1.0,28544
19379,positive,0.8,31526
19380,positive,0.1,38296
19381,negative,0.9,31603
19382,positive,0.2,19988
19383,negative,0.1,19501
19384,negative,0.8,7165
19385,positive,0.9,24451
19386,negative,0.2,16433
19387,positive,1.0,29491
19388,positive,0.8,18701
19389,negative,0.0,9665
19390,positive,0.1,2709
19391,negative,0.2,30446
19392,positive,0.0,32036
19393,positive,1.0,1301
19394,positive,1.0,32156
19395,positive,0.9,522
19396,positive,0.8,21608
19397,positive,1.0,37246
19398,negative,0.2,18268
19399,positive,0.8,32444
19400,positive,0.8,13104
19401,positive,0.3,16033
19402,positive,1.0,7709
19403,negative,0.0,8721
19404,positive,0.9,34584
19405,negative,0.0,26832
19406,positive,0.9,12542
19407,negative,0.2,34730
19408,positive,1.0,2446
19409,negative,0.0,1083
19410,negative,0.2,6702
19411,positive,0.3,14593
19412,negative,0.1,3344
19413,negative,0.9,15401
19414,negative,0.0,23496
19415,negative,0.0,22861
19416,positive,1.0,19169
19417,positive,0.3,36990
19418,positive,0.8,15135
19419,negative,0.3,2044
19420,positive,0.9,19021
19421,positive,1.0,31606
19422,positive,0.9,4522
19423,positive,1.0,14474
19424,positive,0.0,31822
19425,negative,0.0,32036
19426,negative,0.1,2709
19427,negative,0.2,3093
19428,negative,1.0,21021
19429,negative,0.3,20796
19430,negative,0.3,13546
19431,positive,0.8,6413
19432,negative,0.0,10644
19433,negative,0.0,6520
19434,negative,0.8,34931
19435,negative,0.1,14968
19436,positive,0.8,38388
19437,positive,0.9,10637
19438,negative,0.9,15123
19439,positive,0.8,7345
19440,positive,1.0,14369
19441,positive,0.9,1638
19442,positive,0.75,13213
19443,negative,1.0,19144
19444,negative,1.0,6672
19445,positive,0.3,14133
19446,positive,1.0,22853
19447,positive,0.9,12730
19448,negative,0.8,7867
19449,negative,0.0,26832
19450,negative,0.0,22064
19451,negative,0.1,3548
19452,negative,0.8,12071
19453,positive,0.8,24674
19454,negative,1.0,9826
19455,positive,0.9,3389
19456,positive,0.8,14379
19457,negative,0.1,17419
19458,positive,1.0,8796
19459,positive,0.1,12086
19460,negative,0.1,30252
19461,negative,0.9,16917
19462,positive,1.0,30045
19463,negative,0.3,27920
19464,negative,0.0,32862
19465,negative,0.88,18354
19466,positive,1.0,25370
19467,positive,1.0,24281
19468,positive,0.91,35734
19469,negative,0.8,7601
19470,negative,0.2,16433
19471,negative,0.3,18382
19472,positive,0.1,1681
19473,positive,1.0,30884
19474,positive,0.8,7195
19475,positive,1.0,31962
19476,positive,0.9,23973
19477,positive,0.9,9808
19478,positive,0.8,6144
19479,positive,0.3,13486
19480,positive,1.0,6128
19481,positive,0.8,12572
19482,positive,1.0,22304
19483,positive,1.0,27391
19484,negative,1.0,1301
19485,negative,0.1,27314
19486,negative,0.0,219
19487,negative,0.2,31717
19488,positive,1.0,27896
19489,negative,1.0,14432
19490,positive,0.8,31547
19491,positive,1.0,32884
19492,positive,1.0,6672
19493,negative,0.3,5847
19494,positive,0.0,27754
19495,positive,0.1,13270
19496,positive,0.8,28967
19497,positive,1.0,37370
19498,negative,0.0,36404
19499,negative,0.1,28066
19500,negative,1.0,3970
19501,negative,1.0,32884
19502,positive,0.8,22735
19503,positive,0.8,7430
19504,positive,1.0,36641
19505,negative,0.2,32044
19506,positive,0.9,24635
19507,positive,0.8,23271
19508,positive,0.2,30446
19509,positive,1.0,24960
19510,positive,0.3,24217
19511,negative,0.9,11450
19512,negative,0.2,30446
19513,negative,0.2,16433
19514,negative,1.0,23218
19515,positive,0.9,3932
19516,negative,1.0,20041
19517,positive,1.0,27295
19518,positive,0.9,4417
19519,positive,0.9,21779
19520,negative,0.3,23272
19521,negative,0.1,4278
19522,positive,1.0,14947
19523,positive,0.1,706
19524,negative,0.2,23680
19525,negative,1.0,27896
19526,positive,0.3,13546
19527,negative,0.9,22057
19528,positive,0.8,35592
19529,positive,0.9,23973
19530,negative,0.2,16433
19531,positive,0.9,31790
19532,negative,0.2,16521
19533,positive,0.9,33516
19534,negative,0.8,33041
19535,positive,0.95,7868
19536,positive,0.9,14189
19537,positive,1.0,16309
19538,positive,0.3,30290
19539,negative,0.0,23356
19540,positive,0.8,8392
19541,positive,0.1,29578
19542,positive,0.8,37536
19543,positive,1.0,25009
19544,positive,0.9,32448
19545,negative,0.1,4961
19546,positive,1.0,16932
19547,negative,0.0,26832
19548,negative,1.0,749
19549,negative,0.8,6719
19550,positive,1.0,15962
19551,positive,0.8,27979
19552,positive,0.9,30080
19553,negative,0.3,18765
19554,positive,0.8,4742
19555,negative,0.1,10652
19556,negative,0.9,21361
19557,positive,1.0,3072
19558,negative,0.0,27479
19559,positive,1.0,16377
19560,negative,0.0,32036
19561,positive,0.9,31073
19562,negative,0.8,20647
19563,negative,0.0,32036
19564,positive,0.8,21400
19565,negative,0.8,11265
19566,negative,1.0,11699
19567,negative,0.0,38326
19568,positive,1.0,24919
19569,negative,0.8,37301
19570,positive,1.0,19432
19571,negative,0.0,22340
19572,negative,0.3,3608
19573,negative,1.0,28149
19574,positive,0.3,33116
19575,positive,1.0,29237
19576,positive,0.9,31857
19577,positive,1.0,26504
19578,positive,1.0,21629
19579,positive,1.0,23844
19580,positive,0.0,25243
19581,negative,0.2,22641
19582,positive,1.0,22304
19583,positive,1.0,27896
19584,positive,0.8,19023
19585,negative,0.0,4179
19586,negative,0.8,26400
19587,positive,0.9,8784
19588,positive,0.0,32036
19589,positive,0.9,18223
19590,positive,0.9,23809
19591,positive,0.9,16705
19592,positive,0.2,16433
19593,negative,0.3,8617
19594,negative,0.8,12415
19595,positive,0.1,2709
19596,negative,0.0,32329
19597,positive,1.0,28560
19598,negative,0.3,6043
19599,positive,1.0,15962
19600,negative,0.1,14968
19601,negative,0.0,31699
19602,negative,1.0,35545
19603,negative,0.0,32036
19604,negative,0.0,11193
19605,positive,0.8,31318
19606,negative,0.2,24278
19607,positive,0.9,7678
19608,negative,0.3,22111
19609,negative,1.0,14557
19610,negative,1.0,22412
19611,positive,0.1,9156
19612,negative,0.8,1691
19613,positive,0.9,37262
19614,negative,0.2,26575
19615,positive,0.75,35590
19616,negative,0.2,37203
19617,positive,0.9,8294
19618,negative,0.1,27314
19619,positive,0.8,30790
19620,negative,1.0,16358
19621,positive,1.0,5448
19622,negative,0.1,12086
19623,negative,1.0,36320
19624,negative,0.8,3086
19625,negative,0.8,19870
19626,positive,0.0,22574
19627,positive,1.0,31026
19628,negative,0.0,11551
19629,negative,0.9,18020
19630,positive,1.0,25777
19631,negative,0.3,35661
19632,positive,1.0,12466
19633,negative,0.3,37417
19634,negative,0.9,27105
19635,negative,0.8,23281
19636,negative,0.0,32036
19637,positive,0.75,35590
19638,positive,0.3,1565
19639,positive,0.9,14342
19640,negative,0.3,23328
19641,positive,0.8,11279
19642,negative,0.2,9432
19643,negative,0.0,38326
19644,positive,0.8,9278
19645,positive,1.0,16928
19646,positive,0.75,32277
19647,positive,0.0,32036
19648,negative,1.0,3029
19649,negative,0.0,31699
19650,negative,0.0,1083
19651,positive,1.0,38068
19652,negative,0.0,32862
19653,positive,0.8,25631
19654,negative,0.0,26832
19655,positive,1.0,27896
19656,positive,0.8,18740
19657,positive,0.9,14111
19658,positive,1.0,22304
19659,negative,1.0,21952
19660,negative,0.3,23272
19661,positive,0.3,35071
19662,positive,1.0,14621
19663,positive,0.3,12526
19664,negative,0.3,33116
19665,positive,0.2,30446
19666,negative,0.1,38296
19667,positive,0.3,8704
19668,positive,0.8,25764
19669,positive,0.8,26067
19670,positive,0.3,35702
19671,negative,0.2,26772
19672,negative,0.9,20228
19673,positive,0.9,6367
19674,negative,1.0,5161
19675,positive,0.8,7508
19676,negative,1.0,18213
19677,positive,1.0,23918
19678,positive,0.9,8703
19679,negative,0.3,5749
19680,positive,0.9,26124
19681,positive,0.8,12626
19682,negative,0.8,34855
19683,positive,0.3,12509
19684,negative,1.0,23844
19685,negative,0.2,30446
19686,positive,1.0,2855
19687,positive,0.75,23103
19688,positive,1.0,26520
19689,positive,0.8,32684
19690,positive,1.0,28000
19691,positive,1.0,3072
19692,positive,1.0,21940
19693,negative,0.0,26832
19694,positive,1.0,27896
19695,positive,1.0,2858
19696,negative,0.2,16433
19697,negative,0.3,7846
19698,negative,0.1,12086
19699,positive,0.2,25386
19700,positive,0.8,6413
19701,positive,0.9,7267
19702,negative,1.0,16148
19703,negative,0.1,27314
19704,negative,0.2,4006
19705,positive,0.9,34501
19706,negative,0.3,33572
19707,positive,0.75,35431
19708,negative,1.0,25429
19709,positive,0.0,25243
19710,negative,0.2,33684
19711,positive,0.8,38162
19712,positive,0.8,33041
19713,positive,0.9,28023
19714,positive,1.0,36510
19715,positive,0.8,7508
19716,negative,0.2,16433
19717,positive,0.3,35702
19718,positive,0.8,9021
19719,positive,0.8,23271
19720,positive,0.9,38090
19721,negative,1.0,24132
19722,negative,0.0,6520
19723,positive,0.8,24429
19724,negative,1.0,2605
19725,positive,0.8,33709
19726,negative,0.8,6506
19727,negative,0.9,28266
19728,positive,0.9,13077
19729,negative,0.0,19257
19730,negative,0.1,22809
19731,positive,0.8,3169
19732,positive,1.0,23540
19733,negative,0.1,6596
19734,negative,0.2,21139
19735,positive,0.1,12086
19736,negative,0.1,4058
19737,positive,0.9,5420
19738,negative,0.2,16433
19739,negative,0.1,11404
19740,positive,0.8,20107
19741,negative,0.78,19971
19742,positive,1.0,8740
19743,negative,0.9,16917
19744,negative,0.2,16433
19745,positive,1.0,16358
19746,negative,0.9,9267
19747,negative,0.2,16433
19748,positive,1.0,5642
19749,positive,0.0,32036
19750,positive,0.8,2680
19751,positive,1.0,37207
19752,negative,0.0,32036
19753,negative,1.0,23642
19754,negative,0.1,36110
19755,negative,0.8,7163
19756,positive,0.8,11279
19757,positive,0.2,21833
19758,negative,0.9,30364
19759,positive,0.0,29205
19760,positive,0.8,35161
19761,negative,0.2,9432
19762,positive,1.0,20247
19763,positive,0.9,18223
19764,negative,0.1,12086
19765,positive,0.8,4577
19766,negative,0.2,6810
19767,negative,0.8,12953
19768,negative,0.1,19816
19769,positive,1.0,18352
19770,positive,0.9,35714
19771,negative,0.0,22574
19772,negative,0.1,25899
19773,positive,0.3,33116
19774,positive,0.9,23239
19775,positive,0.0,23356
19776,negative,0.8,27168
19777,negative,0.0,32036
19778,negative,0.9,20311
19779,positive,0.8,20980
19780,negative,0.9,8294
19781,positive,0.8,34073
19782,positive,0.8,13618
19783,negative,0.3,16171
19784,positive,0.0,23284
19785,negative,0.8,38388
19786,negative,1.0,38068
19787,negative,1.0,20041
19788,positive,0.8,26400
19789,negative,0.1,12086
19790,positive,1.0,24919
19791,positive,0.9,6367
19792,negative,0.0,17777
19793,positive,0.9,22613
19794,positive,1.0,33091
19795,positive,0.1,12086
19796,positive,0.3,25087
19797,negative,0.2,22997
19798,negative,0.1,5107
19799,positive,0.0,6520
19800,positive,1.0,25036
19801,positive,0.9,2822
19802,positive,0.9,5536
19803,negative,0.3,25725
19804,negative,0.3,24165
19805,positive,0.1,12086
19806,positive,0.8,37582
19807,positive,0.8,36150
19808,negative,0.3,35924
19809,negative,0.2,16433
19810,positive,0.8,17904
19811,positive,1.0,20247
19812,negative,0.2,23680
19813,positive,1.0,16167
19814,negative,0.1,34112
19815,positive,0.8,25356
19816,negative,0.8,18887
19817,positive,1.0,27896
19818,negative,1.0,10536
19819,positive,0.8,1908
19820,positive,0.9,37262
19821,negative,0.1,10709
19822,positive,1.0,16167
19823,positive,0.8,10352
19824,negative,0.0,2557
19825,positive,0.9,9067
19826,negative,0.2,28906
19827,negative,0.8,25634
19828,positive,0.8,18696
19829,negative,1.0,37246
19830,positive,0.9,13383
19831,positive,0.3,20659
19832,negative,0.2,24749
19833,positive,1.0,25616
19834,negative,0.0,22340
19835,negative,0.0,19257
19836,negative,0.2,118
19837,positive,0.8,12071
19838,positive,1.0,25303
19839,positive,1.0,1423
19840,positive,1.0,25330
19841,negative,0.0,32036
19842,positive,0.2,30578
19843,negative,0.1,38296
19844,positive,0.3,8355
19845,positive,0.8,34286
19846,positive,1.0,6019
19847,positive,1.0,30863
19848,positive,0.2,37420
19849,positive,1.0,18504
19850,positive,1.0,28230
19851,negative,1.0,21621
19852,negative,0.3,37285
19853,negative,0.0,38326
19854,positive,0.1,12086
19855,negative,0.9,27781
19856,positive,0.9,15508
19857,positive,1.0,30045
19858,negative,0.2,28554
19859,positive,0.8,816
19860,positive,0.9,15508
19861,positive,1.0,30045
19862,positive,1.0,37041
19863,negative,1.0,11163
19864,positive,0.9,36256
19865,positive,0.3,5220
19866,positive,0.9,9116
19867,positive,1.0,10536
19868,positive,0.8,35592
19869,positive,1.0,15962
19870,negative,1.0,31009
19871,positive,1.0,4936
19872,negative,0.3,27913
19873,positive,0.8,19881
19874,positive,1.0,11933
19875,negative,1.0,16928
19876,positive,1.0,37623
19877,positive,1.0,6890
19878,positive,1.0,22304
19879,negative,0.1,16339
19880,positive,0.9,8522
19881,positive,0.8,18177
19882,negative,0.3,27913
19883,negative,0.3,27913
19884,positive,1.0,34731
19885,positive,1.0,31743
19886,negative,0.8,38935
19887,positive,0.3,1110
19888,positive,0.9,35152
19889,positive,0.0,5552
19890,negative,0.8,17397
19891,negative,0.8,23281
19892,negative,0.8,14313
19893,positive,0.8,31343
19894,negative,0.75,17428
19895,negative,0.8,9356
19896,positive,0.3,19419
19897,negative,0.3,428
19898,positive,0.8,22480
19899,positive,0.8,17106
19900,positive,0.8,13431
19901,positive,0.8,35161
19902,positive,1.0,28230
19903,positive,0.9,18168
19904,negative,1.0,25181
19905,negative,1.0,34624
19906,negative,0.3,22111
19907,negative,1.0,2216
19908,positive,0.9,522
19909,negative,1.0,10773
19910,positive,1.0,8024
19911,negative,0.1,15267
19912,positive,0.9,28946
19913,positive,1.0,25429
19914,negative,0.8,10116
19915,positive,1.0,32796
19916,negative,0.2,30446
19917,negative,0.1,16020
19918,positive,0.9,31084
19919,positive,0.2,14071
19920,negative,1.0,27896
19921,negative,0.2,37203
19922,negative,0.1,3013
19923,negative,0.0,18017
19924,positive,0.3,30829
19925,negative,0.2,12450
19926,positive,1.0,14474
19927,negative,0.8,16508
19928,positive,0.8,36587
19929,positive,0.8,9802
19930,positive,0.9,30903
19931,negative,0.1,15101
19932,positive,0.8,20964
19933,positive,0.8,2155
19934,positive,0.1,4961
19935,positive,1.0,2446
19936,negative,0.9,23569
19937,positive,1.0,8024
19938,positive,0.0,22574
19939,positive,1.0,32634
19940,negative,0.0,7906
19941,negative,0.9,6514
19942,negative,0.9,19220
19943,positive,1.0,20069
19944,positive,0.8,35742
19945,negative,0.0,32036
19946,negative,0.2,1356
19947,positive,1.0,23218
19948,positive,0.1,706
19949,positive,1.0,25429
19950,positive,0.8,13063
19951,positive,0.8,15176
19952,positive,0.8,4899
19953,negative,0.9,4414
19954,positive,0.1,32428
19955,negative,1.0,3953
19956,positive,1.0,33367
19957,negative,1.0,27896
19958,negative,0.2,4387
19959,negative,0.0,22837
19960,negative,0.2,16433
19961,negative,1.0,9194
19962,positive,0.9,7747
19963,positive,1.0,34131
19964,negative,0.0,32036
19965,negative,0.0,29795
19966,positive,0.9,1243
19967,positive,0.9,37321
19968,positive,0.75,27251
19969,positive,0.8,27043
19970,negative,0.0,35128
19971,positive,1.0,10910
19972,negative,0.3,25901
19973,positive,0.8,32052
19974,positive,1.0,26083
